match_id,home,round,season,team,xg,xg_against,score,score_against
253,0,26,2017-18,Freiburg,0.3,1.3,0,0
254,1,26,2017-18,Bayern Munich,4.2,0.0,6,0
254,0,26,2017-18,Hamburger SV,0.0,4.2,0,6
255,1,26,2017-18,Leverkusen,2.5,0.6,2,0
255,0,26,2017-18,M'Gladbach,0.6,2.5,0,2
256,1,26,2017-18,Stuttgart,1.0,0.7,0,0
256,0,26,2017-18,RB Leipzig,0.7,1.0,0,0
257,1,26,2017-18,Dortmund,1.2,1.3,3,2
257,0,26,2017-18,Eint Frankfurt,1.3,1.2,2,3
258,1,26,2017-18,Werder Bremen,1.4,0.6,3,1
258,0,26,2017-18,Köln,0.6,1.4,1,3
260,1,27,2017-18,Freiburg,0.4,1.5,1,2
260,0,27,2017-18,Stuttgart,1.5,0.4,2,1
261,1,27,2017-18,Hamburger SV,0.9,1.9,1,2
261,0,27,2017-18,Hertha BSC,1.9,0.9,2,1
262,1,27,2017-18,Augsburg,0.6,2.5,1,3
262,0,27,2017-18,Werder Bremen,2.5,0.6,3,1
263,1,27,2017-18,Eint Frankfurt,2.4,0.6,3,0
263,0,27,2017-18,Mainz 05,0.6,2.4,0,3
264,1,27,2017-18,M'Gladbach,3.0,2.2,3,3
264,0,27,2017-18,Hoffenheim,2.2,3.0,3,3
265,1,27,2017-18,Wolfsburg,1.7,1.0,0,1
265,0,27,2017-18,Schalke 04,1.0,1.7,1,0
266,1,27,2017-18,Dortmund,2.6,0.6,1,0
266,0,27,2017-18,Hannover 96,0.6,2.6,0,1
267,1,27,2017-18,Köln,1.4,0.6,2,0
267,0,27,2017-18,Leverkusen,0.6,1.4,0,2
268,1,27,2017-18,RB Leipzig,2.2,1.6,2,1
268,0,27,2017-18,Bayern Munich,1.6,2.2,1,2
270,1,28,2017-18,Schalke 04,2.1,0.2,2,0
270,0,28,2017-18,Freiburg,0.2,2.1,0,2
271,1,28,2017-18,Leverkusen,0.8,0.3,0,0
271,0,28,2017-18,Augsburg,0.3,0.8,0,0
272,1,28,2017-18,Stuttgart,1.1,0.9,1,1
272,0,28,2017-18,Hamburger SV,0.9,1.1,1,1
273,1,28,2017-18,Hannover 96,1.0,3.1,2,3
273,0,28,2017-18,RB Leipzig,3.1,1.0,3,2
274,1,28,2017-18,Hoffenheim,3.1,0.6,6,0
274,0,28,2017-18,Köln,0.6,3.1,0,6
275,1,28,2017-18,Bayern Munich,4.0,0.6,6,0
275,0,28,2017-18,Dortmund,0.6,4.0,0,6
276,1,28,2017-18,Hertha BSC,0.5,0.9,0,0
276,0,28,2017-18,Wolfsburg,0.9,0.5,0,0
277,1,28,2017-18,Werder Bremen,0.9,1.0,2,1
277,0,28,2017-18,Eint Frankfurt,1.0,0.9,1,2
278,1,28,2017-18,Mainz 05,0.7,0.9,0,0
278,0,28,2017-18,M'Gladbach,0.9,0.7,0,0
280,1,29,2017-18,Hannover 96,1.5,1.4,2,1
280,0,29,2017-18,Werder Bremen,1.4,1.5,1,2
281,1,29,2017-18,M'Gladbach,1.4,2.6,2,1
281,0,29,2017-18,Hertha BSC,2.6,1.4,1,2
282,1,29,2017-18,Augsburg,1.2,1.6,1,4
282,0,29,2017-18,Bayern Munich,1.6,1.2,4,1
283,1,29,2017-18,Freiburg,1.4,0.9,0,2
283,0,29,2017-18,Wolfsburg,0.9,1.4,2,0
284,1,29,2017-18,Köln,1.3,1.5,1,1
284,0,29,2017-18,Mainz 05,1.5,1.3,1,1
285,1,29,2017-18,Hamburger SV,1.9,1.2,3,2
285,0,29,2017-18,Schalke 04,1.2,1.9,2,3
286,1,29,2017-18,Dortmund,1.7,0.6,3,0
286,0,29,2017-18,Stuttgart,0.6,1.7,0,3
287,1,29,2017-18,Eint Frankfurt,1.6,1.1,1,1
287,0,29,2017-18,Hoffenheim,1.1,1.6,1,1
288,1,29,2017-18,RB Leipzig,1.6,1.6,1,4
288,0,29,2017-18,Leverkusen,1.6,1.6,4,1
290,1,30,2017-18,Wolfsburg,1.1,0.3,0,0
290,0,30,2017-18,Augsburg,0.3,1.1,0,0
291,1,30,2017-18,Stuttgart,0.9,0.9,1,1
291,0,30,2017-18,Hannover 96,0.9,0.9,1,1
292,1,30,2017-18,Hoffenheim,2.5,0.5,2,0
292,0,30,2017-18,Hamburger SV,0.5,2.5,0,2
293,1,30,2017-18,Leverkusen,2.9,0.9,4,1
293,0,30,2017-18,Eint Frankfurt,0.9,2.9,1,4
294,1,30,2017-18,Hertha BSC,1.7,1.6,2,1
294,0,30,2017-18,Köln,1.6,1.7,1,2
295,1,30,2017-18,Bayern Munich,3.4,0.2,5,1
295,0,30,2017-18,M'Gladbach,0.2,3.4,1,5
296,1,30,2017-18,Schalke 04,0.8,0.8,2,0
296,0,30,2017-18,Dortmund,0.8,0.8,0,2
297,1,30,2017-18,Werder Bremen,1.1,1.2,1,1
297,0,30,2017-18,RB Leipzig,1.2,1.1,1,1
298,1,30,2017-18,Mainz 05,2.4,0.4,2,0
298,0,30,2017-18,Freiburg,0.4,2.4,0,2
300,1,31,2017-18,M'Gladbach,2.1,0.4,3,0
300,0,31,2017-18,Wolfsburg,0.4,2.1,0,3
301,1,31,2017-18,Eint Frankfurt,1.4,1.4,0,3
301,0,31,2017-18,Hertha BSC,1.4,1.4,3,0
302,1,31,2017-18,RB Leipzig,1.9,3.0,2,5
302,0,31,2017-18,Hoffenheim,3.0,1.9,5,2
303,1,31,2017-18,Stuttgart,1.4,0.6,2,0
303,0,31,2017-18,Werder Bremen,0.6,1.4,0,2
304,1,31,2017-18,Hannover 96,0.5,1.3,0,3
304,0,31,2017-18,Bayern Munich,1.3,0.5,3,0
305,1,31,2017-18,Hamburger SV,1.5,1.0,1,0
305,0,31,2017-18,Freiburg,1.0,1.5,0,1
306,1,31,2017-18,Dortmund,3.2,0.5,4,0
306,0,31,2017-18,Leverkusen,0.5,3.2,0,4
307,1,31,2017-18,Augsburg,1.8,0.3,2,0
307,0,31,2017-18,Mainz 05,0.3,1.8,0,2
308,1,31,2017-18,Köln,0.9,2.2,2,2
308,0,31,2017-18,Schalke 04,2.2,0.9,2,2
310,1,32,2017-18,Hoffenheim,1.8,1.4,3,1
310,0,32,2017-18,Hannover 96,1.4,1.8,1,3
311,1,32,2017-18,Hertha BSC,1.5,1.0,2,2
311,0,32,2017-18,Augsburg,1.0,1.5,2,2
312,1,32,2017-18,Schalke 04,1.3,1.9,1,1
312,0,32,2017-18,M'Gladbach,1.9,1.3,1,1
313,1,32,2017-18,Bayern Munich,2.2,1.3,4,1
313,0,32,2017-18,Eint Frankfurt,1.3,2.2,1,4
314,1,32,2017-18,Wolfsburg,1.0,2.5,1,3
314,0,32,2017-18,Hamburger SV,2.5,1.0,3,1
315,1,32,2017-18,Freiburg,4.1,1.4,3,2
315,0,32,2017-18,Köln,1.4,4.1,2,3
316,1,32,2017-18,Leverkusen,2.9,0.2,0,1
316,0,32,2017-18,Stuttgart,0.2,2.9,1,0
317,1,32,2017-18,Mainz 05,2.0,1.4,3,0
317,0,32,2017-18,RB Leipzig,1.4,2.0,0,3
318,1,32,2017-18,Werder Bremen,1.1,2.7,1,1
318,0,32,2017-18,Dortmund,2.7,1.1,1,1
320,1,33,2017-18,Augsburg,1.0,2.0,1,2
320,0,33,2017-18,Schalke 04,2.0,1.0,2,1
321,1,33,2017-18,Stuttgart,1.0,2.6,2,0
321,0,33,2017-18,Hoffenheim,2.6,1.0,0,2
322,1,33,2017-18,Werder Bremen,0.2,1.0,0,0
322,0,33,2017-18,Leverkusen,1.0,0.2,0,0
323,1,33,2017-18,RB Leipzig,1.8,0.7,4,1
323,0,33,2017-18,Wolfsburg,0.7,1.8,1,4
324,1,33,2017-18,Eint Frankfurt,1.2,0.9,3,0
324,0,33,2017-18,Hamburger SV,0.9,1.2,0,3
325,1,33,2017-18,M'Gladbach,2.2,2.1,3,1
325,0,33,2017-18,Freiburg,2.1,2.2,1,3
326,1,33,2017-18,Köln,1.7,2.4,1,3
326,0,33,2017-18,Bayern Munich,2.4,1.7,3,1
327,1,33,2017-18,Dortmund,0.9,1.1,1,2
327,0,33,2017-18,Mainz 05,1.1,0.9,2,1
328,1,33,2017-18,Hannover 96,1.4,0.9,3,1
328,0,33,2017-18,Hertha BSC,0.9,1.4,1,3
330,1,34,2017-18,Schalke 04,1.1,0.6,1,0
330,0,34,2017-18,Eint Frankfurt,0.6,1.1,0,1
331,1,34,2017-18,Leverkusen,4.7,2.1,3,2
331,0,34,2017-18,Hannover 96,2.1,4.7,2,3
332,1,34,2017-18,Mainz 05,1.0,1.0,1,2
332,0,34,2017-18,Werder Bremen,1.0,1.0,2,1
333,1,34,2017-18,Wolfsburg,3.2,0.8,4,1
333,0,34,2017-18,Köln,0.8,3.2,1,4
334,1,34,2017-18,Hertha BSC,1.0,1.4,2,6
334,0,34,2017-18,RB Leipzig,1.4,1.0,6,2
335,1,34,2017-18,Bayern Munich,2.5,2.6,1,4
335,0,34,2017-18,Stuttgart,2.6,2.5,4,1
336,1,34,2017-18,Freiburg,0.9,0.1,2,0
336,0,34,2017-18,Augsburg,0.1,0.9,0,2
337,1,34,2017-18,Hamburger SV,2.3,1.1,2,1
337,0,34,2017-18,M'Gladbach,1.1,2.3,1,2
338,1,34,2017-18,Hoffenheim,1.4,1.3,3,1
338,0,34,2017-18,Dortmund,1.3,1.4,1,3
0,1,1,2018-19,Bayern Munich,2.8,0.9,3,1
0,0,1,2018-19,Hoffenheim,0.9,2.8,1,3
1,1,1,2018-19,Düsseldorf,1.3,1.3,1,2
1,0,1,2018-19,Augsburg,1.3,1.3,2,1
2,1,1,2018-19,Hertha BSC,1.4,1.3,1,0
2,0,1,2018-19,Nürnberg,1.3,1.4,0,1
3,1,1,2018-19,Wolfsburg,1.3,1.4,2,1
3,0,1,2018-19,Schalke 04,1.4,1.3,1,2
4,1,1,2018-19,Werder Bremen,1.8,1.0,1,1
4,0,1,2018-19,Hannover 96,1.0,1.8,1,1
5,1,1,2018-19,Freiburg,2.0,0.9,0,2
5,0,1,2018-19,Eint Frankfurt,0.9,2.0,2,0
6,1,1,2018-19,M'Gladbach,4.1,1.4,2,0
6,0,1,2018-19,Leverkusen,1.4,4.1,0,2
7,1,1,2018-19,Mainz 05,1.1,1.0,1,0
7,0,1,2018-19,Stuttgart,1.0,1.1,0,1
8,1,1,2018-19,Dortmund,1.0,1.6,4,1
8,0,1,2018-19,RB Leipzig,1.6,1.0,1,4
10,1,2,2018-19,Hannover 96,0.8,0.7,0,0
10,0,2,2018-19,Dortmund,0.7,0.8,0,0
11,1,2,2018-19,Eint Frankfurt,1.2,1.7,1,2
11,0,2,2018-19,Werder Bremen,1.7,1.2,2,1
12,1,2,2018-19,Leverkusen,1.5,1.2,1,3
12,0,2,2018-19,Wolfsburg,1.2,1.5,3,1
13,1,2,2018-19,Augsburg,1.1,1.1,1,1
13,0,2,2018-19,M'Gladbach,1.1,1.1,1,1
14,1,2,2018-19,Nürnberg,1.2,0.4,1,1
14,0,2,2018-19,Mainz 05,0.4,1.2,1,1
15,1,2,2018-19,Hoffenheim,3.5,2.7,3,1
15,0,2,2018-19,Freiburg,2.7,3.5,1,3
16,1,2,2018-19,Stuttgart,0.2,1.8,0,3
16,0,2,2018-19,Bayern Munich,1.8,0.2,3,0
17,1,2,2018-19,RB Leipzig,1.8,1.2,1,1
17,0,2,2018-19,Düsseldorf,1.2,1.8,1,1
18,1,2,2018-19,Schalke 04,1.8,0.6,0,2
18,0,2,2018-19,Hertha BSC,0.6,1.8,2,0
20,1,3,2018-19,Dortmund,0.9,0.3,3,1
20,0,3,2018-19,Eint Frankfurt,0.3,0.9,1,3
21,1,3,2018-19,Düsseldorf,1.5,2.3,2,1
21,0,3,2018-19,Hoffenheim,2.3,1.5,1,2
22,1,3,2018-19,Mainz 05,2.8,0.7,2,1
22,0,3,2018-19,Augsburg,0.7,2.8,1,2
23,1,3,2018-19,Bayern Munich,1.3,0.8,3,1
23,0,3,2018-19,Leverkusen,0.8,1.3,1,3
24,1,3,2018-19,Wolfsburg,2.0,0.8,2,2
24,0,3,2018-19,Hertha BSC,0.8,2.0,2,2
25,1,3,2018-19,RB Leipzig,2.3,1.2,3,2
25,0,3,2018-19,Hannover 96,1.2,2.3,2,3
26,1,3,2018-19,M'Gladbach,1.3,1.6,2,1
26,0,3,2018-19,Schalke 04,1.6,1.3,1,2
27,1,3,2018-19,Werder Bremen,0.7,1.0,1,1
27,0,3,2018-19,Nürnberg,1.0,0.7,1,1
28,1,3,2018-19,Freiburg,1.1,1.0,3,3
28,0,3,2018-19,Stuttgart,1.0,1.1,3,3
30,1,4,2018-19,Stuttgart,1.4,0.9,0,0
30,0,4,2018-19,Düsseldorf,0.9,1.4,0,0
31,1,4,2018-19,Augsburg,2.2,1.5,2,3
31,0,4,2018-19,Werder Bremen,1.5,2.2,3,2
32,1,4,2018-19,Hertha BSC,2.8,2.2,4,2
32,0,4,2018-19,M'Gladbach,2.2,2.8,2,4
33,1,4,2018-19,Wolfsburg,0.7,2.0,1,3
33,0,4,2018-19,Freiburg,2.0,0.7,3,1
34,1,4,2018-19,Hoffenheim,2.1,1.3,1,1
34,0,4,2018-19,Dortmund,1.3,2.1,1,1
35,1,4,2018-19,Nürnberg,1.2,0.7,2,0
35,0,4,2018-19,Hannover 96,0.7,1.2,0,2
36,1,4,2018-19,Schalke 04,0.4,2.4,0,2
36,0,4,2018-19,Bayern Munich,2.4,0.4,2,0
37,1,4,2018-19,Leverkusen,1.3,0.8,1,0
37,0,4,2018-19,Mainz 05,0.8,1.3,0,1
38,1,4,2018-19,Eint Frankfurt,1.6,1.5,1,1
38,0,4,2018-19,RB Leipzig,1.5,1.6,1,1
40,1,5,2018-19,Werder Bremen,2.5,1.0,3,1
40,0,5,2018-19,Hertha BSC,1.0,2.5,1,3
41,1,5,2018-19,Freiburg,1.5,0.8,1,0
41,0,5,2018-19,Schalke 04,0.8,1.5,0,1
42,1,5,2018-19,Bayern Munich,1.7,1.3,1,1
42,0,5,2018-19,Augsburg,1.3,1.7,1,1
43,1,5,2018-19,Hannover 96,1.7,1.9,1,3
43,0,5,2018-19,Hoffenheim,1.9,1.7,3,1
44,1,5,2018-19,Düsseldorf,2.2,1.7,1,2
44,0,5,2018-19,Leverkusen,1.7,2.2,2,1
45,1,5,2018-19,M'Gladbach,1.6,1.3,3,1
45,0,5,2018-19,Eint Frankfurt,1.3,1.6,1,3
46,1,5,2018-19,Mainz 05,0.4,1.0,0,0
46,0,5,2018-19,Wolfsburg,1.0,0.4,0,0
47,1,5,2018-19,Dortmund,2.1,0.1,7,0
47,0,5,2018-19,Nürnberg,0.1,2.1,0,7
48,1,5,2018-19,RB Leipzig,3.2,0.7,2,0
48,0,5,2018-19,Stuttgart,0.7,3.2,0,2
50,1,6,2018-19,Hertha BSC,1.1,1.8,2,0
50,0,6,2018-19,Bayern Munich,1.8,1.1,0,2
51,1,6,2018-19,Schalke 04,1.0,0.9,1,0
51,0,6,2018-19,Mainz 05,0.9,1.0,0,1
52,1,6,2018-19,Stuttgart,2.3,1.5,2,1
52,0,6,2018-19,Werder Bremen,1.5,2.3,1,2
53,1,6,2018-19,Hoffenheim,1.8,1.6,1,2
53,0,6,2018-19,RB Leipzig,1.6,1.8,2,1
54,1,6,2018-19,Wolfsburg,1.3,0.7,2,2
54,0,6,2018-19,M'Gladbach,0.7,1.3,2,2
55,1,6,2018-19,Nürnberg,2.2,1.1,3,0
55,0,6,2018-19,Düsseldorf,1.1,2.2,0,3
56,1,6,2018-19,Leverkusen,1.1,2.7,2,4
56,0,6,2018-19,Dortmund,2.7,1.1,4,2
57,1,6,2018-19,Eint Frankfurt,2.1,0.4,4,1
57,0,6,2018-19,Hannover 96,0.4,2.1,1,4
58,1,6,2018-19,Augsburg,3.8,1.5,4,1
58,0,6,2018-19,Freiburg,1.5,3.8,1,4
60,1,7,2018-19,Werder Bremen,1.0,0.4,2,0
60,0,7,2018-19,Wolfsburg,0.4,1.0,0,2
61,1,7,2018-19,Düsseldorf,0.6,1.6,0,2
61,0,7,2018-19,Schalke 04,1.6,0.6,2,0
62,1,7,2018-19,Dortmund,1.9,2.2,4,3
62,0,7,2018-19,Augsburg,2.2,1.9,3,4
63,1,7,2018-19,Mainz 05,2.1,1.5,0,0
63,0,7,2018-19,Hertha BSC,1.5,2.1,0,0
64,1,7,2018-19,Hannover 96,1.7,0.9,3,1
64,0,7,2018-19,Stuttgart,0.9,1.7,1,3
65,1,7,2018-19,Bayern Munich,1.6,0.5,0,3
65,0,7,2018-19,M'Gladbach,0.5,1.6,3,0
66,1,7,2018-19,Freiburg,0.3,1.1,0,0
66,0,7,2018-19,Leverkusen,1.1,0.3,0,0
67,1,7,2018-19,Hoffenheim,2.2,1.0,1,2
67,0,7,2018-19,Eint Frankfurt,1.0,2.2,2,1
68,1,7,2018-19,RB Leipzig,2.1,0.2,6,0
68,0,7,2018-19,Nürnberg,0.2,2.1,0,6
70,1,8,2018-19,Eint Frankfurt,3.7,1.0,7,1
70,0,8,2018-19,Düsseldorf,1.0,3.7,1,7
71,1,8,2018-19,Augsburg,0.2,0.9,0,0
71,0,8,2018-19,RB Leipzig,0.9,0.2,0,0
72,1,8,2018-19,Stuttgart,1.0,1.2,0,4
72,0,8,2018-19,Dortmund,1.2,1.0,4,0
73,1,8,2018-19,Wolfsburg,1.4,2.7,1,3
73,0,8,2018-19,Bayern Munich,2.7,1.4,3,1
74,1,8,2018-19,Leverkusen,2.2,0.6,2,2
74,0,8,2018-19,Hannover 96,0.6,2.2,2,2
75,1,8,2018-19,Nürnberg,1.3,2.2,1,3
75,0,8,2018-19,Hoffenheim,2.2,1.3,3,1
76,1,8,2018-19,Schalke 04,1.4,0.4,0,2
76,0,8,2018-19,Werder Bremen,0.4,1.4,2,0
77,1,8,2018-19,Hertha BSC,1.1,0.7,1,1
77,0,8,2018-19,Freiburg,0.7,1.1,1,1
78,1,8,2018-19,M'Gladbach,2.6,1.2,4,0
78,0,8,2018-19,Mainz 05,1.2,2.6,0,4
80,1,9,2018-19,Freiburg,1.5,1.2,3,1
80,0,9,2018-19,M'Gladbach,1.2,1.5,1,3
81,1,9,2018-19,Mainz 05,0.3,2.2,1,2
81,0,9,2018-19,Bayern Munich,2.2,0.3,2,1
82,1,9,2018-19,Hannover 96,0.8,1.6,1,2
82,0,9,2018-19,Augsburg,1.6,0.8,2,1
83,1,9,2018-19,Düsseldorf,0.6,2.0,0,3
83,0,9,2018-19,Wolfsburg,2.0,0.6,3,0
84,1,9,2018-19,Dortmund,3.7,2.1,2,2
84,0,9,2018-19,Hertha BSC,2.1,3.7,2,2
85,1,9,2018-19,Hoffenheim,2.9,0.5,4,0
85,0,9,2018-19,Stuttgart,0.5,2.9,0,4
86,1,9,2018-19,Nürnberg,1.0,1.6,1,1
86,0,9,2018-19,Eint Frankfurt,1.6,1.0,1,1
87,1,9,2018-19,RB Leipzig,0.7,0.5,0,0
87,0,9,2018-19,Schalke 04,0.5,0.7,0,0
88,1,9,2018-19,Werder Bremen,1.9,3.9,2,6
88,0,9,2018-19,Leverkusen,3.9,1.9,6,2
90,1,10,2018-19,Stuttgart,1.0,3.1,0,3
90,0,10,2018-19,Eint Frankfurt,3.1,1.0,3,0
91,1,10,2018-19,Bayern Munich,2.0,0.3,1,1
91,0,10,2018-19,Freiburg,0.3,2.0,1,1
92,1,10,2018-19,Augsburg,1.6,1.4,2,2
92,0,10,2018-19,Nürnberg,1.4,1.6,2,2
93,1,10,2018-19,Leverkusen,1.6,1.6,1,4
93,0,10,2018-19,Hoffenheim,1.6,1.6,4,1
94,1,10,2018-19,Wolfsburg,0.6,1.4,0,1
94,0,10,2018-19,Dortmund,1.4,0.6,1,0
95,1,10,2018-19,Schalke 04,2.8,1.9,3,1
95,0,10,2018-19,Hannover 96,1.9,2.8,1,3
96,1,10,2018-19,Hertha BSC,1.4,3.7,0,3
96,0,10,2018-19,RB Leipzig,3.7,1.4,3,0
97,1,10,2018-19,M'Gladbach,3.5,0.8,3,0
97,0,10,2018-19,Düsseldorf,0.8,3.5,0,3
98,1,10,2018-19,Mainz 05,0.8,1.6,2,1
98,0,10,2018-19,Werder Bremen,1.6,0.8,1,2
100,1,11,2018-19,Hannover 96,2.1,3.2,2,1
100,0,11,2018-19,Wolfsburg,3.2,2.1,1,2
101,1,11,2018-19,Freiburg,1.3,0.9,1,3
101,0,11,2018-19,Mainz 05,0.9,1.3,3,1
102,1,11,2018-19,Hoffenheim,2.3,1.3,2,1
102,0,11,2018-19,Augsburg,1.3,2.3,1,2
103,1,11,2018-19,Werder Bremen,1.4,2.0,1,3
103,0,11,2018-19,M'Gladbach,2.0,1.4,3,1
104,1,11,2018-19,Düsseldorf,2.7,0.8,4,1
104,0,11,2018-19,Hertha BSC,0.8,2.7,1,4
105,1,11,2018-19,Nürnberg,0.5,1.5,0,2
105,0,11,2018-19,Stuttgart,1.5,0.5,2,0
106,1,11,2018-19,Dortmund,2.5,2.1,3,2
106,0,11,2018-19,Bayern Munich,2.1,2.5,2,3
107,1,11,2018-19,RB Leipzig,2.2,0.4,3,0
107,0,11,2018-19,Leverkusen,0.4,2.2,0,3
108,1,11,2018-19,Eint Frankfurt,1.7,0.8,3,0
108,0,11,2018-19,Schalke 04,0.8,1.7,0,3
110,1,12,2018-19,Leverkusen,2.9,0.6,2,0
110,0,12,2018-19,Stuttgart,0.6,2.9,0,2
111,1,12,2018-19,Mainz 05,1.0,1.2,1,2
111,0,12,2018-19,Dortmund,1.2,1.0,2,1
112,1,12,2018-19,Wolfsburg,1.7,0.5,1,0
112,0,12,2018-19,RB Leipzig,0.5,1.7,0,1
113,1,12,2018-19,Bayern Munich,2.6,1.5,3,3
113,0,12,2018-19,Düsseldorf,1.5,2.6,3,3
114,1,12,2018-19,Augsburg,2.2,3.5,1,3
114,0,12,2018-19,Eint Frankfurt,3.5,2.2,3,1
115,1,12,2018-19,Hertha BSC,3.3,1.5,3,3
115,0,12,2018-19,Hoffenheim,1.5,3.3,3,3
116,1,12,2018-19,Schalke 04,2.7,2.1,5,2
116,0,12,2018-19,Nürnberg,2.1,2.7,2,5
117,1,12,2018-19,Freiburg,2.8,2.3,1,1
117,0,12,2018-19,Werder Bremen,2.3,2.8,1,1
118,1,12,2018-19,M'Gladbach,1.8,0.5,4,1
118,0,12,2018-19,Hannover 96,0.5,1.8,1,4
120,1,13,2018-19,Düsseldorf,1.6,0.9,0,1
120,0,13,2018-19,Mainz 05,0.9,1.6,1,0
121,1,13,2018-19,Stuttgart,0.6,1.1,1,0
121,0,13,2018-19,Augsburg,1.1,0.6,0,1
122,1,13,2018-19,Werder Bremen,0.5,2.4,1,2
122,0,13,2018-19,Bayern Munich,2.4,0.5,2,1
123,1,13,2018-19,Dortmund,2.5,0.1,2,0
123,0,13,2018-19,Freiburg,0.1,2.5,0,2
124,1,13,2018-19,Hannover 96,1.1,1.3,0,2
124,0,13,2018-19,Hertha BSC,1.3,1.1,2,0
125,1,13,2018-19,Hoffenheim,2.1,2.2,1,1
125,0,13,2018-19,Schalke 04,2.2,2.1,1,1
126,1,13,2018-19,RB Leipzig,2.1,0.6,2,0
126,0,13,2018-19,M'Gladbach,0.6,2.1,0,2
127,1,13,2018-19,Eint Frankfurt,1.7,1.1,1,2
127,0,13,2018-19,Wolfsburg,1.1,1.7,2,1
128,1,13,2018-19,Nürnberg,0.7,1.6,1,1
128,0,13,2018-19,Leverkusen,1.6,0.7,1,1
130,1,14,2018-19,Werder Bremen,1.9,1.2,3,1
130,0,14,2018-19,Düsseldorf,1.2,1.9,1,3
131,1,14,2018-19,Wolfsburg,0.5,2.0,2,2
131,0,14,2018-19,Hoffenheim,2.0,0.5,2,2
132,1,14,2018-19,Bayern Munich,2.1,0.2,3,0
132,0,14,2018-19,Nürnberg,0.2,2.1,0,3
133,1,14,2018-19,Schalke 04,1.4,1.5,1,2
133,0,14,2018-19,Dortmund,1.5,1.4,2,1
134,1,14,2018-19,Leverkusen,1.7,0.8,1,0
134,0,14,2018-19,Augsburg,0.8,1.7,0,1
135,1,14,2018-19,Freiburg,2.0,1.0,3,0
135,0,14,2018-19,RB Leipzig,1.0,2.0,0,3
136,1,14,2018-19,Hertha BSC,0.4,1.4,1,0
136,0,14,2018-19,Eint Frankfurt,1.4,0.4,0,1
137,1,14,2018-19,Mainz 05,2.8,1.4,1,1
137,0,14,2018-19,Hannover 96,1.4,2.8,1,1
138,1,14,2018-19,M'Gladbach,1.2,0.9,3,0
138,0,14,2018-19,Stuttgart,0.9,1.2,0,3
140,1,15,2018-19,Nürnberg,0.8,0.8,0,2
140,0,15,2018-19,Wolfsburg,0.8,0.8,2,0
141,1,15,2018-19,Hoffenheim,2.8,0.5,0,0
141,0,15,2018-19,M'Gladbach,0.5,2.8,0,0
142,1,15,2018-19,Augsburg,1.9,0.6,1,1
142,0,15,2018-19,Schalke 04,0.6,1.9,1,1
143,1,15,2018-19,Stuttgart,1.0,1.1,2,1
143,0,15,2018-19,Hertha BSC,1.1,1.0,1,2
144,1,15,2018-19,Hannover 96,0.1,3.4,0,4
144,0,15,2018-19,Bayern Munich,3.4,0.1,4,0
145,1,15,2018-19,Düsseldorf,2.1,0.9,2,0
145,0,15,2018-19,Freiburg,0.9,2.1,0,2
146,1,15,2018-19,Dortmund,2.3,0.4,2,1
146,0,15,2018-19,Werder Bremen,0.4,2.3,1,2
147,1,15,2018-19,RB Leipzig,3.2,1.0,4,1
147,0,15,2018-19,Mainz 05,1.0,3.2,1,4
148,1,15,2018-19,Eint Frankfurt,3.5,1.1,2,1
148,0,15,2018-19,Leverkusen,1.1,3.5,1,2
150,1,16,2018-19,M'Gladbach,2.7,0.9,2,0
150,0,16,2018-19,Nürnberg,0.9,2.7,0,2
151,1,16,2018-19,Hertha BSC,2.0,0.6,2,2
151,0,16,2018-19,Augsburg,0.6,2.0,2,2
152,1,16,2018-19,Düsseldorf,1.6,0.9,2,1
152,0,16,2018-19,Dortmund,0.9,1.6,1,2
153,1,16,2018-19,Wolfsburg,1.2,0.6,2,0
153,0,16,2018-19,Stuttgart,0.6,1.2,0,2
154,1,16,2018-19,Schalke 04,1.8,0.5,1,2
154,0,16,2018-19,Leverkusen,0.5,1.8,2,1
155,1,16,2018-19,Freiburg,1.9,1.7,1,1
155,0,16,2018-19,Hannover 96,1.7,1.9,1,1
156,1,16,2018-19,Werder Bremen,2.5,1.5,1,1
156,0,16,2018-19,Hoffenheim,1.5,2.5,1,1
157,1,16,2018-19,Mainz 05,1.5,1.1,2,2
157,0,16,2018-19,Eint Frankfurt,1.1,1.5,2,2
158,1,16,2018-19,Bayern Munich,1.8,0.4,1,0
158,0,16,2018-19,RB Leipzig,0.4,1.8,0,1
160,1,17,2018-19,Dortmund,1.7,0.6,2,1
160,0,17,2018-19,M'Gladbach,0.6,1.7,1,2
161,1,17,2018-19,RB Leipzig,1.9,2.0,3,2
161,0,17,2018-19,Werder Bremen,2.0,1.9,2,3
162,1,17,2018-19,Leverkusen,2.5,1.6,3,1
162,0,17,2018-19,Hertha BSC,1.6,2.5,1,3
163,1,17,2018-19,Nürnberg,0.7,0.4,0,1
163,0,17,2018-19,Freiburg,0.4,0.7,1,0
164,1,17,2018-19,Stuttgart,1.6,2.2,1,3
164,0,17,2018-19,Schalke 04,2.2,1.6,3,1
165,1,17,2018-19,Hannover 96,0.5,0.9,0,1
165,0,17,2018-19,Düsseldorf,0.9,0.5,1,0
166,1,17,2018-19,Eint Frankfurt,1.1,1.9,0,3
166,0,17,2018-19,Bayern Munich,1.9,1.1,3,0
167,1,17,2018-19,Augsburg,0.9,2.1,2,3
167,0,17,2018-19,Wolfsburg,2.1,0.9,3,2
